"Iteration","Total Kinetic Energy (integral of KE density) Monitor - Iteration: Total Kinetic Energy (integral of KE density) Monitor - Iteration (m^5/s^2)"
1.0,9.867196859889141
2.0,9.8675595699162
3.0,9.867922096222543
4.0,9.868214875818788
5.0,9.868419359999997
6.0,9.868499272020943
7.0,9.868549141750744
8.0,9.86857505992025
9.0,9.868599577471063
10.0,9.86862347463071
11.0,9.86864503717938
12.0,9.86865833950157
13.0,9.86866709332719
14.0,9.868686678953338
15.0,9.868705117873874
16.0,9.868716954576426
17.0,9.868725124248783
18.0,9.868720452854813
19.0,9.868739927311063
20.0,9.868739824574709
21.0,9.868753494233772
22.0,9.868753319791672
23.0,9.868761998325377
24.0,9.868471659746314
25.0,9.868944793678802
26.0,9.868782797380891
27.0,9.86866288393594
28.0,9.868496809846059
29.0,9.868341607082591
30.0,9.868246707500205
31.0,9.868174737523628
32.0,9.868118380205749
33.0,9.868075587527336
34.0,9.868046224466056
35.0,9.868025825436657
36.0,9.868011448683008
37.0,9.86800140927523
38.0,9.867994219967914
39.0,9.867988139232406
40.0,9.867982477100618
41.0,9.86798557724008
42.0,9.867237950141856
43.0,9.8668652270282
44.0,9.866892532038714
45.0,9.866975509901723
46.0,9.867044594223174
47.0,9.867091843018377
48.0,9.867114404891286
49.0,9.867127407421226
50.0,9.867138608128965
51.0,9.867145997642092
52.0,9.867148985633811
53.0,9.867151685562082
54.0,9.866478140688324
55.0,9.866341308909135
56.0,9.866315422392624
57.0,9.866312978997385
58.0,9.866314153111688
59.0,9.866315648844406
60.0,9.866317092409794
61.0,9.865627734017028
62.0,9.86551181632877
63.0,9.86549161788971
64.0,9.865488301478745
65.0,9.865487676994395
66.0,9.86548785917848
67.0,9.86548812980985
68.0,9.864896732611445
69.0,9.86471267258594
70.0,9.864672375775651
71.0,9.864665561690764
72.0,9.864665109758857
73.0,9.864665279648765
74.0,9.86466467100167
75.0,9.864051643819879
76.0,9.86388593911126
77.0,9.863848981082402
78.0,9.863841173836532
79.0,9.863838912071493
80.0,9.863837497670227
81.0,9.863836610501107
82.0,9.863176580471638
83.0,9.863042278323547
84.0,9.863012568930008
85.0,9.863005464086118
86.0,9.863003813942786
87.0,9.86300315597862
88.0,9.863002859041375
89.0,9.862340177013408
90.0,9.862201501396088
91.0,9.862166472652088
92.0,9.862160350689678
93.0,9.862160318358187
94.0,9.862161355401536
95.0,9.862162574784332
96.0,9.861516184219091
97.0,9.861366356106469
98.0,9.861334877001564
99.0,9.861327402280663
100.0,9.861324753520398
101.0,9.861323263289165
102.0,9.861322169128936
103.0,9.860673195588976
104.0,9.860519912736779
105.0,9.860491012138283
106.0,9.860483688013261
107.0,9.860480955762409
108.0,9.860479517676145
109.0,9.860478692772924
110.0,9.859820820243247
111.0,9.859668637389753
112.0,9.859636284323766
113.0,9.859629324994792
114.0,9.859628120593102
115.0,9.859628099936575
116.0,9.859628188711866
117.0,9.85896459586487
118.0,9.858811915000821
119.0,9.858780746838022
120.0,9.858775297270284
121.0,9.858774118854285
122.0,9.858773739607567
123.0,9.858773531958215
124.0,9.858105259664367
125.0,9.857955134914395
126.0,9.857923909833186
127.0,9.85791804376974
128.0,9.857916241473093
129.0,9.857915498885992
130.0,9.857915050694825
131.0,9.857238324282372
132.0,9.857092107506041
133.0,9.85706019023582
134.0,9.857054088441688
135.0,9.857052586232449
136.0,9.857052076018622
137.0,9.857051811931768
138.0,9.85636899685876
139.0,9.856222860328394
140.0,9.856192367842478
141.0,9.856185844131979
142.0,9.856184265204504
143.0,9.856183772185233
144.0,9.85618360625184
145.0,9.855494881823706
146.0,9.855349536000418
147.0,9.855318779158566
148.0,9.85531224777785
149.0,9.85531079262525
150.0,9.855310458125928
151.0,9.85531041314357
152.0,9.854615505644198
153.0,9.85447092048688
154.0,9.854439889491143
155.0,9.854433421268698
156.0,9.854432233689874
157.0,9.854432084935901
158.0,9.854432159343805
159.0,9.853732202776374
160.0,9.85358818184254
161.0,9.853556612472108
162.0,9.85354979727543
163.0,9.85354870843792
164.0,9.853548757911309
165.0,9.85354894725218
166.0,9.852846588340515
167.0,9.85270229774689
168.0,9.852670985259097
169.0,9.852664054736536
170.0,9.85266274638808
171.0,9.852662641262024
172.0,9.852662652099243
173.0,9.8519563910931
174.0,9.851812820630407
175.0,9.851782006501768
176.0,9.851774881804653
177.0,9.851773319408066
178.0,9.851773056721775
179.0,9.851772990027111
180.0,9.851061824295876
181.0,9.850918071939407
182.0,9.850887601334742
183.0,9.850880698116473
184.0,9.85087931951705
185.0,9.850879148650332
186.0,9.850879172066463
187.0,9.850164337015968
188.0,9.85002019668091
189.0,9.849989957011033
190.0,9.84998304790713
191.0,9.849981553543632
192.0,9.849981294363623
193.0,9.849981247373824
194.0,9.84926326364128
195.0,9.849118468632716
196.0,9.849088123739882
197.0,9.84908117469384
198.0,9.849079733065615
199.0,9.849079460106662
200.0,9.849079375195924
201.0,9.848358840749288
202.0,9.848212843683445
203.0,9.848183455134619
204.0,9.84817653475293
205.0,9.848174780629533
206.0,9.84817422967727
207.0,9.848173957111097
208.0,9.847452514725823
209.0,9.847303300835916
210.0,9.847273052260892
211.0,9.847266528208593
212.0,9.847265184492768
213.0,9.847264913286688
214.0,9.847264779152335
215.0,9.84654058836928
216.0,9.846391862102811
217.0,9.846360830930195
218.0,9.846353625970936
219.0,9.846351998953335
220.0,9.846351652378289
221.0,9.846351527283495
222.0,9.845625028398699
223.0,9.845474882059484
224.0,9.845443287758282
225.0,9.84543617650858
226.0,9.845434563537767
227.0,9.845434132293066
228.0,9.845433995556977
229.0,9.844704166033937
230.0,9.844553070457408
231.0,9.844522218957174
232.0,9.844515303615339
233.0,9.844513669854667
234.0,9.844513224516916
235.0,9.844513040980635
236.0,9.843779169255987
237.0,9.843628049265387
238.0,9.843596849506516
239.0,9.843590072275987
240.0,9.843588686312103
241.0,9.84358843676604
242.0,9.843588416376022
243.0,9.842853316389851
244.0,9.842700269643545
245.0,9.842668409133518
246.0,9.842661659542516
247.0,9.842660403164796
248.0,9.842660226412494
249.0,9.842660197008998
250.0,9.841923668154466
251.0,9.841769084034267
252.0,9.841736931843311
253.0,9.841730035467467
254.0,9.841728570307753
255.0,9.841728317247153
256.0,9.841728376380507
257.0,9.840989560234139
258.0,9.840834095086386
259.0,9.84080182084718
260.0,9.840794943345408
261.0,9.84079352507819
262.0,9.840793244345694
263.0,9.840793230363676
264.0,9.84005188802951
265.0,9.839895855550882
266.0,9.83986339270593
267.0,9.83985658423249
268.0,9.839855236923956
269.0,9.839854980906521
270.0,9.83985496499801
271.0,9.83911131058264
272.0,9.838954688620946
273.0,9.838922178404673
274.0,9.838915326191017
275.0,9.838913985216756
276.0,9.838913763445902
277.0,9.838913769411372
278.0,9.838167938213218
279.0,9.838011310694133
280.0,9.837978101511295
281.0,9.837971045558785
282.0,9.837969654265285
283.0,9.837969442584328
284.0,9.837969476400216
285.0,9.83722296303733
286.0,9.837064069825988
287.0,9.837030005171163
288.0,9.837023145189939
289.0,9.837021924037975
290.0,9.837021823837858
291.0,9.837021921781838
292.0,9.83627316942443
293.0,9.836113138539726
294.0,9.8360787623891
295.0,9.836072684404888
296.0,9.836071631107503
297.0,9.836071443515959
298.0,9.836071392712855
299.0,9.835320745215288
300.0,9.835159193371407
301.0,9.835126532857785
302.0,9.83511986639995
303.0,9.835118629449706
304.0,9.835118341425273
305.0,9.835118243467608
306.0,9.83436631956166
307.0,9.834205043782731
308.0,9.834170621490632
309.0,9.834163604510486
310.0,9.83416236475788
311.0,9.834162206611413
312.0,9.83416228281974
313.0,9.833407353520101
314.0,9.833245332747566
315.0,9.833211902272593
316.0,9.833205288853966
317.0,9.833204120751033
318.0,9.833203918427353
319.0,9.833203838229402
320.0,9.832446190455322
321.0,9.83228413741898
322.0,9.832250876768718
323.0,9.832244355521937
324.0,9.832243129380856
325.0,9.832242873363779
326.0,9.832242775533667
327.0,9.831483047477876
328.0,9.83132059518109
329.0,9.831287125878188
330.0,9.831280515005732
331.0,9.831279236740773
332.0,9.831279003811778
333.0,9.831278925978696
334.0,9.830517301130303
335.0,9.830354412263294
336.0,9.830320654792459
337.0,9.830313964577002
338.0,9.830312697276847
339.0,9.830312479360744
340.0,9.8303124151652
341.0,9.829548772414036
342.0,9.829385458241887
343.0,9.829351444444981
344.0,9.829344731504474
345.0,9.829343511040292
346.0,9.829343313144543
347.0,9.82934324863412
348.0,9.828577594996442
349.0,9.828414414165795
350.0,9.828379719477404
351.0,9.828372942269613
352.0,9.828371748074566
353.0,9.828371604366428
354.0,9.828371583350178
355.0,9.827603868871893
356.0,9.82743977999112
357.0,9.827405611867945
358.0,9.827398856504571
359.0,9.827397582403336
360.0,9.827397388215154
361.0,9.827397373642576
362.0,9.826627538763226
363.0,9.826463116548606
364.0,9.826428946842793
365.0,9.826422191705483
366.0,9.826420944030861
367.0,9.826420773304005
368.0,9.826420749544017
369.0,9.825648845341755
370.0,9.825483955319594
371.0,9.82545005451772
372.0,9.825443135608495
373.0,9.825442051061323
374.0,9.825441849751083
375.0,9.825441874878793
376.0,9.824668208813666
377.0,9.824503312194942
378.0,9.824468996112422
379.0,9.824462159766984
380.0,9.824460905422722
381.0,9.82446077363415
382.0,9.824460785442861
383.0,9.823685461522757
384.0,9.823520163144726
385.0,9.823485790281719
386.0,9.823478879463075
387.0,9.823477600168287
388.0,9.823477450753419
389.0,9.823477494391756
390.0,9.822700544309267
391.0,9.822535197427317
392.0,9.822500458717263
393.0,9.8224935218868
394.0,9.822492203635756
395.0,9.822492019414447
396.0,9.822492048373668
397.0,9.821713609608482
398.0,9.82154770635496
399.0,9.821512797677139
400.0,9.821505847418987
401.0,9.821504582623765
402.0,9.82150444401255
403.0,9.821504517116855
404.0,9.820724446144993
405.0,9.820558165387734
406.0,9.820523172694188
407.0,9.820516191282374
408.0,9.820514962262534
409.0,9.820514854097864
410.0,9.820514948617301
411.0,9.819733494401007
412.0,9.81956682778612
413.0,9.819531651988724
414.0,9.81952459385083
415.0,9.819523351319294
416.0,9.819523255332307
417.0,9.819523364939508
418.0,9.818740605727196
419.0,9.818573485176962
420.0,9.81853819657235
421.0,9.818531075580367
422.0,9.818529821636801
423.0,9.818529734134305
424.0,9.818529848937654
425.0,9.817745786637591
426.0,9.817578197066357
427.0,9.817542782078702
428.0,9.817535644166165
429.0,9.81753437816086
430.0,9.817534307172114
431.0,9.817534443573305
432.0,9.816749081298134
433.0,9.8165813425296
434.0,9.816545720119208
435.0,9.816538451978165
436.0,9.81653715146551
437.0,9.816537079196397
438.0,9.816537237705344
439.0,9.815750635319601
440.0,9.815582321087025
441.0,9.815546710077696
442.0,9.815539401424285
443.0,9.815538121477676
444.0,9.81553805769969
445.0,9.815538230648459
446.0,9.81475048403227
447.0,9.814581938357449
448.0,9.814546237576225
449.0,9.814538804901236
450.0,9.814537456524466
451.0,9.814537359134528
452.0,9.814537516450413
453.0,9.813748643911271
454.0,9.81357967095191
455.0,9.813543962874704
456.0,9.81353654288959
457.0,9.813535152371227
458.0,9.813535039382682
459.0,9.81353518023918
460.0,9.812745173244918
461.0,9.812575816486012
462.0,9.81254010121798
463.0,9.812532705542658
464.0,9.812531275345284
465.0,9.812531144263865
466.0,9.812531275194697
467.0,9.811740096238152
468.0,9.811570422279189
469.0,9.811534742532471
470.0,9.811527362839499
471.0,9.811525893867138
472.0,9.811525732400229
473.0,9.81152584137536
474.0,9.810733466320126
475.0,9.81056352466825
476.0,9.810527932123202
477.0,9.810520583519375
478.0,9.810519064926222
479.0,9.810518855087771
480.0,9.810518926638753
481.0,9.809725315125716
482.0,9.80955517367151
483.0,9.809519681197315
484.0,9.809512332504774
485.0,9.809510823247608
486.0,9.80951056891448
487.0,9.809510600048485
488.0,9.808715662741939
489.0,9.808545427591195
490.0,9.808509990201852
491.0,9.808502700028619
492.0,9.808501224840011
493.0,9.808500960779705
494.0,9.808500977445867
495.0,9.80770455734527
496.0,9.80753442519314
497.0,9.807499009481955
498.0,9.8074917600031
499.0,9.807490295368753
500.0,9.807490067756412
501.0,9.807490095080649
502.0,9.806692163853977
503.0,9.806521854390247
504.0,9.806486484069136
505.0,9.806479241446475
506.0,9.806477816620276
507.0,9.806477619905115
508.0,9.806477370961732
509.0,9.8056775617676
510.0,9.805507525420815
511.0,9.805472104281677
512.0,9.805464941694263
513.0,9.805463561554259
514.0,9.805463405659204
515.0,9.80546349247575
516.0,9.804663834544506
517.0,9.804493194777073
518.0,9.80445704502413
519.0,9.804449713133858
520.0,9.804448375655802
521.0,9.80444797271257
522.0,9.80444816431292
523.0,9.803647770339865
524.0,9.803476735679372
525.0,9.803440615383435
526.0,9.803433317854275
527.0,9.803431945377504
528.0,9.803431821218133
529.0,9.803431947202053
530.0,9.802630553034916
531.0,9.802459344107552
532.0,9.802422914453041
533.0,9.80241555891321
534.0,9.802414189352016
535.0,9.80241388517031
536.0,9.802414128193108
537.0,9.801611987402701
538.0,9.801440088909866
539.0,9.801403872753934
540.0,9.801396641616737
541.0,9.801395286815636
542.0,9.801395153415319
543.0,9.801395054880981
544.0,9.800592188036692
545.0,9.800420028708999
546.0,9.800383563806404
547.0,9.800376239554039
548.0,9.800374884714419
549.0,9.800374506465957
550.0,9.800374978283859
551.0,9.799571481504376
552.0,9.799399045703577
553.0,9.799362297454632
554.0,9.799354886495284
555.0,9.799353552364895
556.0,9.799353364659384
557.0,9.799353603216588
558.0,9.798549468985923
559.0,9.798376658336663
560.0,9.798339969358423
561.0,9.798332654632219
562.0,9.798331323519907
563.0,9.79833121482462
564.0,9.798331183281487
565.0,9.797526410914191
566.0,9.797353256901737
567.0,9.797316376839296
568.0,9.797309036850764
569.0,9.797307714762944
570.0,9.797307434089635
571.0,9.797307651215679
572.0,9.796502260718103
573.0,9.796328717955024
574.0,9.796291781713068
575.0,9.79628444249819
576.0,9.796283128227955
577.0,9.796282851638153
578.0,9.796283063195435
579.0,9.795477088392943
580.0,9.795303224091217
581.0,9.795266195832102
582.0,9.795258850823892
583.0,9.795257540671459
584.0,9.795257271052645
585.0,9.795257473717369
586.0,9.794450929978574
587.0,9.794276776669607
588.0,9.794239645233844
589.0,9.794232308889809
590.0,9.79423067161059
591.0,9.794230944507818
592.0,9.794230942261382
593.0,9.793423813712106
594.0,9.793249459602045
595.0,9.793212450316187
596.0,9.793205089715094
597.0,9.793203381366546
598.0,9.793203339052583
599.0,9.79320357073037
600.0,9.792395620204731
601.0,9.792221157058414
602.0,9.79218391318999
603.0,9.792176620224032
604.0,9.792175017849711
605.0,9.792175201097328
606.0,9.792175250548244
607.0,9.791366708423055
608.0,9.791191981565635
609.0,9.791154748629252
610.0,9.791147317822983
611.0,9.791145851878145
612.0,9.791145873450223
613.0,9.791146122715105
614.0,9.790337043367314
615.0,9.790162031517163
616.0,9.790124801524492
617.0,9.790117628981356
618.0,9.790115936250656
619.0,9.790115897428228
620.0,9.790116122232742
621.0,9.789306326272175
622.0,9.7891312488737
623.0,9.789093951538547
624.0,9.789086525994897
625.0,9.789084991265716
626.0,9.789085003976886
627.0,9.7890852544456
628.0,9.788274896240015
629.0,9.78809950356803
630.0,9.78806213564832
631.0,9.788054735621358
632.0,9.788053081941065
633.0,9.788053014762513
634.0,9.788053290368785
635.0,9.787242186762686
636.0,9.787066603081708
637.0,9.787029217913783
638.0,9.787021729393148
639.0,9.787020186845623
640.0,9.787020204273762
641.0,9.787020493192305
642.0,9.786208727971303
643.0,9.78603308411972
644.0,9.785995573617729
645.0,9.785988007843665
646.0,9.785986743598585
647.0,9.7859867472041
648.0,9.785986969617234
649.0,9.785174605330313
650.0,9.784998818502503
651.0,9.78496137397449
652.0,9.784953773506443
653.0,9.784952638121835
654.0,9.784952472000674
655.0,9.784952676422344
656.0,9.784139769650185
657.0,9.783963808342897
658.0,9.783926324940623
659.0,9.783918706343055
660.0,9.7839173967238
661.0,9.78391737947436
662.0,9.78391757827849
663.0,9.783104064848423
664.0,9.782927952915296
665.0,9.782890475449667
666.0,9.782882864851311
667.0,9.782881557543872
668.0,9.782881531780879
669.0,9.782881708329247
670.0,9.782067559873836
671.0,9.781891360926952
672.0,9.781853884686806
673.0,9.781846295061216
674.0,9.781844996666049
675.0,9.781844964347068
676.0,9.781845115011649
677.0,9.781030345019778
678.0,9.780854090679703
679.0,9.78081663280374
680.0,9.78080904774113
681.0,9.780807748767941
682.0,9.780807697808722
683.0,9.780807824855275
684.0,9.779992456674663
685.0,9.77981614708303
686.0,9.779778714272885
687.0,9.779771125294427
688.0,9.779769823004951
689.0,9.779769752074074
690.0,9.779769856840028
691.0,9.778953913954606
692.0,9.778777538413632
693.0,9.77874001004746
694.0,9.778732652058249
695.0,9.77873125596564
696.0,9.778731081752202
697.0,9.778731261791412
698.0,9.777914782327183
699.0,9.777738383030165
700.0,9.777701171227687
701.0,9.777693682655281
702.0,9.777692348325148
703.0,9.777692174024207
704.0,9.777692241670035
705.0,9.77687514270644
706.0,9.776699465167912
707.0,9.7766621256937
708.0,9.77665459307169
709.0,9.776653152418135
710.0,9.776652877403489
711.0,9.776652861312769
712.0,9.775835028208013
713.0,9.775658700608803
714.0,9.775621476226952
715.0,9.775613994035
716.0,9.775612679796145
717.0,9.775612524669157
718.0,9.775612612551921
719.0,9.774794129132745
720.0,9.774617879605994
721.0,9.77458059594318
722.0,9.774573130956203
723.0,9.774571796385304
724.0,9.77457162944436
725.0,9.774571711501471
726.0,9.773752792775623
727.0,9.773576105307717
728.0,9.773538696151894
729.0,9.773531295612202
730.0,9.77353004833444
731.0,9.773529945304972
732.0,9.773530079991932
733.0,9.772710701710185
734.0,9.772533988477038
735.0,9.772496260046523
736.0,9.772488760699659
737.0,9.772487562820361
738.0,9.772487528820061
739.0,9.772487766547105
740.0,9.771667959902747
741.0,9.771491266741675
742.0,9.771454021703647
743.0,9.771446559172293
744.0,9.771445185889695
745.0,9.771445010042067
746.0,9.771445079494049
747.0,9.770624769933011
748.0,9.770448256866104
749.0,9.770410984845721
750.0,9.770403503716935
751.0,9.77040210535517
752.0,9.77040191315739
753.0,9.77040196110352
754.0,9.76958092086429
755.0,9.769404446918992
756.0,9.769367259163069
757.0,9.769359818955774
758.0,9.769358442066792
759.0,9.769358265693622
760.0,9.769358320659972
761.0,9.768536653117616
762.0,9.76836022577141
763.0,9.768323146672829
764.0,9.768315705216997
765.0,9.768314314671397
766.0,9.768314136934382
767.0,9.768314188898358
768.0,9.767491977257771
769.0,9.767315686719613
770.0,9.76727867585315
771.0,9.76727121046263
772.0,9.76726978284626
773.0,9.76726958970903
774.0,9.767269625505595
775.0,9.766446880857007
776.0,9.766270732008739
777.0,9.766233773932381
778.0,9.766226290318786
779.0,9.766224842853212
780.0,9.766224631486065
781.0,9.766224654683997
782.0,9.765401396470274
783.0,9.76522533724527
784.0,9.765188460667451
785.0,9.765180964668938
786.0,9.765179505310112
787.0,9.765179276531518
788.0,9.76517929159455
789.0,9.764355565245964
790.0,9.764179531214307
791.0,9.764142759118148
792.0,9.764135262124768
793.0,9.76413376497799
794.0,9.764133513710524
795.0,9.764133517368323
796.0,9.763309407871041
797.0,9.763133391300569
798.0,9.76309670445175
799.0,9.763089175354718
800.0,9.763087661171522
801.0,9.763087390745282
802.0,9.763087382158211
803.0,9.762262895873235
804.0,9.762086893099893
805.0,9.762050277455515
806.0,9.762042729828707
807.0,9.762041210270839
808.0,9.762040928922087
809.0,9.762040908742613
810.0,9.761216066106208
811.0,9.761040065334146
812.0,9.761003537509717
813.0,9.760995976165649
814.0,9.760994437843216
815.0,9.760994144551761
816.0,9.760994113228541
817.0,9.760168969358263
818.0,9.7599929422986
819.0,9.759956502524709
820.0,9.759948921232937
821.0,9.759947358202847
822.0,9.75994705522864
823.0,9.759947012935484
824.0,9.759121603086674
825.0,9.758945532882588
826.0,9.758909191057494
827.0,9.758901585864669
828.0,9.758900001836837
829.0,9.758899683982158
830.0,9.758899627659057
831.0,9.758073960790314
832.0,9.757897860100714
833.0,9.757861602518078
834.0,9.757853986945843
835.0,9.757852383069945
836.0,9.75785204628707
837.0,9.757851974919113
838.0,9.757026080949021
839.0,9.756849943907103
840.0,9.756813757511466
841.0,9.75680613585572
842.0,9.756804511514114
843.0,9.7568041565271
844.0,9.756804067363754
845.0,9.755977950247738
846.0,9.755801786387748
847.0,9.755765658947155
848.0,9.755758031151228
849.0,9.755756395468937
850.0,9.755756025000554
851.0,9.755755916983922
852.0,9.754929623008167
853.0,9.754753397949884
854.0,9.754717312456
855.0,9.7547096599566
856.0,9.754708045423108
857.0,9.754707663261016
858.0,9.754707539465057
859.0,9.753881059034718
860.0,9.753704812018924
861.0,9.753668697629376
862.0,9.75366103936377
863.0,9.75365943999374
864.0,9.753659041262406
865.0,9.75365892954501
866.0,9.752832241960139
867.0,9.752656011950398
868.0,9.752619823141778
869.0,9.752612191129419
870.0,9.752610571201807
871.0,9.752610170647715
872.0,9.75261005514509
873.0,9.751783139242074
874.0,9.751606951935752
875.0,9.751570679111143
876.0,9.751563080376211
877.0,9.751561444044105
878.0,9.751561039157732
879.0,9.751560916350103
880.0,9.75073378287355
881.0,9.750557645653167
882.0,9.750521269954245
883.0,9.75051370276409
884.0,9.750512053607572
885.0,9.750511643495438
886.0,9.750511513275061
887.0,9.749684177791071
888.0,9.749508084023038
889.0,9.749471608734847
890.0,9.74946406802319
891.0,9.749462407160694
892.0,9.749461990338062
893.0,9.749461855269406
894.0,9.748634331951196
895.0,9.748458276370867
896.0,9.748421703537039
897.0,9.748414175037864
898.0,9.748412515223663
899.0,9.748412094382822
900.0,9.74841195511226
901.0,9.747584247461957
902.0,9.747408236168614
903.0,9.747371570433277
904.0,9.747364036978222
905.0,9.747362393943636
906.0,9.747361969800465
907.0,9.747361827139098
908.0,9.746533939817759
